11:40:54.865, 1,33.41769
11:40:58.539, 2,35.49671
11:41:01.310, 1,41.79744
11:41:05.368, 3,38.87677
11:41:07.993, 2,45.89589
11:41:12.745, 3,43.3693
11:41:17.043, 4,40.52661
11:41:17.823, 4,48.17466
11:41:21.829, 5,52.17957
11:41:24.544, 6,54.95281
11:41:29.271, 7,52.22385
11:41:32.937, 8,50.93962
11:41:38.129, 5,60.63013
11:41:40.997, 2,25.38811
11:41:42.667, 1,94.51689
11:41:45.933, 9,59.16911
11:41:49.112, 3,32.14811
11:41:50.903, 2,97.51756
11:41:51.561, 6,78.6168
11:41:53.817, 10,67.12896
11:41:59.062, 4,55.41739
11:42:01.318, 11,72.66652
11:42:02.842, 5,65.68224
11:42:05.100, 12,74.75176
11:42:06.840, 6,60.23419
11:42:11.951, 3,80.66571
11:42:14.603, 4,87.53425
11:42:15.238, 7,92.81752
11:42:17.639, 13,89.19669
11:42:19.428, 5,71.25987
11:42:24.180, 6,64.47578
11:42:27.420, 14,91.27248
11:42:32.294, 7,59.51571
11:42:35.606, 7,77.33822
11:42:39.101, 8,61.39578
11:42:42.773, 9,58.09818
11:42:45.160, 8,64.16534
11:42:45.497, 10,62.74336
11:42:48.844, 9,68.75615
11:42:49.013, 8,94.36765
11:42:53.910, 9,88.53712
11:42:58.493, 10,71.50297
11:43:02.634, 10,76.75368
11:43:05.718, 11,74.26095
11:43:06.489, 11,65.58307
11:43:11.395, 11,81.15891
11:43:15.155, 15,88.75763
11:43:18.333, 12,69.25148
11:43:22.185, 12,66.00462
11:43:25.896, 13,74.98984
11:43:30.753, 14,79.12651
11:43:35.350, 12,104.288
11:43:35.890, 15,67.63254
11:43:36.912, 16,63.63319
11:43:39.951, 13,76.73249
11:43:44.784, 14,87.27393
11:43:45.959, 17,77.71517
11:43:46.226, 16,62.87305
11:43:46.993, 13,106.1315
11:43:49.608, 18,65.70285
11:43:53.595, 17,69.55374
11:43:53.835, 15,86.0584
11:43:58.119, 14,102.6929
11:44:02.355, 18,70.75654
11:44:07.227, 16,99.59962
11:44:11.093, 17,98.19898
11:44:15.388, 19,59.38944
11:44:17.432, 18,88.63185
11:44:17.827, 15,93.98642
11:44:22.064, 16,93.60465
11:44:24.755, 17,90.76744
11:44:25.579, 19,75.62404
11:44:29.769, 18,79.92941
11:44:33.937, 19,82.04111
11:44:37.186, 20,64.46135
11:44:41.399, 20,61.86815
11:44:46.319, 21,71.06469
11:44:50.758, 21,56.8257
